TipoVeiculo,Marca
Automóvel,BMW/320I ACTIVE FLEX
Automóvel,VW/NOVO VOYAGE 1.6 CITY
Automóvel,VW/GOL TL MB
Automóvel,GM/CELTA 3 PORTAS SUPER
Automóvel,I/RENAULT FLUENCE DYN20A
Automóvel,FIAT/WEEKEND TREKKING
Automóvel,GM/ASTRA HATCH 5P GSI
Automóvel,I/GM OMEGA CD
Automóvel,PEUGEOT/207HB XS
Automóvel,FORD/ESCORT L
Automóvel,VW/VOYAGE CITY MB
Automóvel,I/CITROEN C4 PALLAS20GLM
Automóvel,RENAULT/CLIO AUT 10 16VH
Automóvel,TOYOTA/ETIOS SD PLT15 AT
Automóvel,I/VOLVO S60 2.0 T5 COMF
Automóvel,CHEVROLET/COBALT 1.4 LS
Automóvel,VW/FOX CL MBV
Automóvel,I/VW SURAN 90A
Automóvel,I/FORD FUSION HYBRID B
Automóvel,I/VW SPACEFOX SPORT.GII
Automóvel,RENAULT/LOGAN AUT 1016V
Automóvel,RENAULT/LOGAN AUTH 1016V
Automóvel,HONDA/CIVIC LXS AT
Automóvel,I/CHEV SONIC LTZ NB AT
Automóvel,VW/FOX RUN MBV
Automóvel,I/HYUNDAI ELANTRA
Automóvel,VW/VIRTUS MF
Automóvel,NISSAN/MARCH 16SV
Automóvel,TOYOTA/ETIOS SD XLS15 AT
Automóvel,TOYOTA/FIELDER
Automóvel,VW/GOLF 2.0
Automóvel,FORD/ESCORT 1.0 HOBBY
Automóvel,I/CITROEN C4 16GLX5P F
Automóvel,VW/FUSCA
Automóvel,I/VW JETTA 2.0T
Automóvel,GM/ASTRA HB 2P ADVANTAGE
Automóvel,FIAT/DOBLO ESSENCE 1.8
Automóvel,FIAT/UNO MILLE EX
Automóvel,I/CITROEN C5 EX20 SD BVA
Automóvel,M.BENZ/A 160
Automóvel,GM/ZAFIRA 2.0
Automóvel,I/FIAT SIENA EL 1.0 FLEX
Automóvel,VW/NOVO GOL CL MCV
Automóvel,I/RENAULT SYMBOL EX1616V
Automóvel,VW/FOX 1.6 PLUS
Automóvel,FORD/KA SEL 1.0 SD B
Automóvel,VW/SANTANA CL
Automóvel,RENAULT/LOGAN AUT 16
Automóvel,GM/CORSA
Automóvel,RENAULT/LOGAN EX 1616V A
Automóvel,I/HYUNDAI ELANTRA GLS
Automóvel,CHEVROLET/PRISMA 1.4L LS
Automóvel,FIAT/UNO CS
Automóvel,I/CHEV AGILE 1.4MT LTZ
Automóvel,VW/GOL 1.6 COPA
Automóvel,FIAT/WEEKEND ATTRACTIVE
Automóvel,GM/ASTRA SEDAN CONFORT
Automóvel,I/FORD FOCUS S 1.6 H
Automóvel,PEUGEOT/206 TECNO 10
Automóvel,I/KIA PICANTO EX3 1.0L
Automóvel,VW/FOX 1.0 PLUS
Automóvel,FORD/ESCORT XR3
Automóvel,GM/CHEVETTE
Automóvel,IMP/FIAT TIPO 1.6 IE
Automóvel,GM/OMEGA SUPREMA GLS
Automóvel,GM/CHEVETTE MARAJO
Automóvel,I/NISSAN KICKS SV CVT
Automóvel,FIAT/PUNTO BLACKMOTIN
Automóvel,VW/PARATI 1.6 CITY
Automóvel,PEUGEOT/207 ESCAPADE
Automóvel,RENAULT/LOGAN AUTH 10
Automóvel,I/TOYOTA YARIS XLI
Automóvel,VW/FUSCA 1500
Automóvel,GM/VECTRA CHALLENGE
Automóvel,GM/KADETT LITE
Automóvel,FIAT/UNO 1.6 R
Automóvel,M.BENZ/C180FF
Automóvel,I/BMW 428I CABRIO
Automóvel,I/CITROEN C4 20EXCA5P F
Automóvel,IMP/SUBARU LEGACY SW0B25
Automóvel,VW/GOL 2.0
Automóvel,GM/CORSA GL 1.6
Automóvel,I/CITROEN C4 20 VTR
Automóvel,RENAULT/SANDERO STEX 16M
Automóvel,FIAT/PALIO ESSENCE 1.6
Automóvel,FIAT/BRAVO ESSENCE 1.8
Automóvel,GM/KADETT IPANEMA SL EFI
Automóvel,VW/QUANTUM GL 2000 I
Automóvel,I/VW SPACEFOX TREND GII
Automóvel,I/VOLVO V40 2.0 T4 MOMEN
Automóvel,FIAT/BRAVO SPORTING DUAL
Automóvel,I/FORD FOCUS SE AT 2.0 S
Automóvel,FIAT/ARGO DRIVE 1.3 GSR
Automóvel,FIAT/LINEA ESSENCE DUAL
Automóvel,FIAT/UNO 1.0
Automóvel,VW/GOLF FLASH
Automóvel,FORD/CARGO 2422 E
Automóvel,I/FIAT PALIO ATTRACT 1.4
Automóvel,CHEV/COBALT 1.8A LTZ ADV
Automóvel,I/CITROEN C4PIC EXC A 7L
Automóvel,GM/MERIVA
Automóvel,I/CHERY QQ 1.0
Automóvel,FIAT/DOBLO ATTRACTIV 1.4
Automóvel,HONDA/FIT CX FLEX
Automóvel,I/FORD FOCUS GH 2LFCFLEX
Automóvel,FORD/VERONA GLX
Automóvel,VW/KOMBI FURGAO
Automóvel,I/NISSAN VERSA 16S FLEX
Automóvel,FORD/KA SE AT 1.5 HA C
Automóvel,VW/GOL CITY MC S
Automóvel,FIAT/STILO FLEX DUALOGIC
Automóvel,I/VW JETTA 2.0
Automóvel,I/CHERY QQ 1.1
Automóvel,I/VW SPACEFOX ROUTE
Automóvel,FIAT/PUNTO 1.4
Automóvel,I/JAGUAR X-TYPE 3.0
Automóvel,I/M.BENZ GLA250
Automóvel,TOYOTA/ETIOS HB XS
Automóvel,HONDA/WR-V EXL CVT
Automóvel,FORD/KA SE 1.0 SD C
Automóvel,TOYOTA/COROLLA GLI FLEX
Automóvel,I/TOYOTA CAMRY LE
Automóvel,FORD/FIESTA HA 1.6L SEAB
Automóvel,HONDA/WR-V EX CVT
Automóvel,FIAT/BRAVA ELX
Automóvel,I/FORD FUSION FWD GTDI
Automóvel,CHEVROLET/ONIX 1.0MT LS
Automóvel,TOYOTA/ETIOS SD XS
Automóvel,GM/ZAFIRA ELITE
Automóvel,VW/PARATI 1.6 TRACKFIELD
Automóvel,I/PEUGEOT 307 PREMIUM AT
Automóvel,RENAULT/MEGANEGT DYN 16
Automóvel,FIAT/PALIO 16V
Automóvel,IVECO/TECTOR 240E25
Automóvel,CHEV/PRISMA 1.4AT LT
Automóvel,GM/CORSA SEDAN JOY
Automóvel,GM/CHEVETTE DL
Automóvel,CITROEN/C3 GLX 16 16V
Automóvel,VW/NOVO VOYAGE HL SBP
Automóvel,I/MMC LANCER 2.0
Automóvel,I/RENAULT CLIO AUT1616VH
Automóvel,GM/OPALA COMODORO
Automóvel,GM/VECTRA SEDAN CD
Automóvel,I/NISSAN SENTRA 20S CVT
Automóvel,I/FAW N5 LUXURY
Automóvel,VW/GOL TL MB S
Automóvel,I/HONDA HR-V EX CVT
Automóvel,I/LIFAN 320 LF7132
Automóvel,PEUGEOT/206 14 PRESENC
Automóvel,TOYOTA/ETIOS SD XPLUS AT
Automóvel,PEUGEOT/2008 GRIFFE THP
Automóvel,FIAT/SIENA HLX FLEX
Automóvel,TOYOTA/ETIOS SD XS 15 AT
Automóvel,FIAT/IDEA ADVENTURE DUAL
Automóvel,FIAT/UNO MILLE SX YOUNG
Automóvel,VW/QUANTUM GLS 2000
Automóvel,GM/ZAFIRA EXPRESSION
Automóvel,I/GM CORSA SUPER W
Automóvel,FIAT/DOBLO HLX 1.8 FLEX
Automóvel,I/AUDI A5 SPB 170CV
Automóvel,IMP/VW GOL MI
Automóvel,AUDI/A3 1.8
Automóvel,VW/GOL 1.6 RALLYE GIV
Automóvel,CITROEN/C3 AIRCROSS EXCM
Automóvel,CITROEN/C3 AIRC TENDAN A
Automóvel,FIAT/PALIO WEEKEND SPORT
Automóvel,VW/NOVO FOX TL MA
Automóvel,VW/SANTANA GL 2000 I
Automóvel,FIAT/PUNTO SPORTING 1.8
Automóvel,I/PEUGEOT 307 20S A GRIF
Automóvel,I/RENAULT FLUENCE PRI20A
Automóvel,FIAT/LINEA ABSOL. 1.8 DL
Automóvel,FORD/FIESTA HA 1.6L SEB
Automóvel,I/NISSAN TIIDA 18S FLEX
Automóvel,FIAT/LINEA HLX 1.9
Automóvel,VW/PARATI GL 1.8
Automóvel,FORD/VERONA LX
Automóvel,I/RENAULT CLIO RL
Automóvel,GM/CELTA 2P SUPER
Automóvel,FIAT/PALIO WEEKEND STILE
Automóvel,GM/VECTRA ELITE
Automóvel,HYUNDAI/HB20X 1.6A STYLE
Automóvel,I/CHEV CRUZE LTZ HB AT
Automóvel,I/CHERY TIGGO 2.0
Automóvel,I/NISSAN SENTRA
Automóvel,VW/GOL 1.8
Automóvel,IMP/CITROEN BERLI MP 1.8
Automóvel,I/AUDI A3 LM 180CV
Automóvel,HONDA/HR-V TOURING
Automóvel,FIAT/UNO
Automóvel,I/VW SPACEFOX GII
Automóvel,RENAULT/SCENIC RXE 2.0
Automóvel,CITROEN/C3 PTECH M TEND
Automóvel,PEUGEOT/206 SOLEIL
Automóvel,FIAT/PALIO SPORTING 1.6
Automóvel,I/FIAT SIENA HLX FLEX
Automóvel,FIAT/
Automóvel,VW/POLO SEDAN 2.0
Automóvel,TOYOTA/COROLLA XLI
Automóvel,CITROEN/C3 EXCL 14 FLEX
Automóvel,VW/GOL PLUS MI
Automóvel,I/HYUNDAI SONATA GLS
Automóvel,FIAT/DOBLO ESSENCE 7L E
Automóvel,RENAULT/SANDERO DYNA 16
Automóvel,VW/GOL RALLYE MA
Automóvel,FORD/DEL REY L
Automóvel,RENAULT/LOGAN EXPR 16 R
Automóvel,I/LIFAN 620 LF7162 C
Automóvel,HONDA/CITY LX CVT
Automóvel,CITROEN/XSARA PICASSOGXS
Automóvel,VW/GOL CL MB
Automóvel,FIAT/LINEA TURBO T-JET
Automóvel,RENAULT/LOGAN DYN 16 SCE
Automóvel,GM/MONZA 650
Automóvel,VW/PARATI 1.8
Automóvel,FORD/KA SEL 1.5 SD
Automóvel,I/CITROEN DS5 TURBO165A6
Automóvel,HONDA/FIT EXL CVT
Automóvel,I/PEUGEOT 307 HBFELINE A
Automóvel,RENAULT/CLIO RT 1.0 16V
Automóvel,FIAT/BRAVA SX
Automóvel,NISSAN/KICKS S CVT
Automóvel,PEUGEOT/208 GRIFFE EAT6
Automóvel,CHEV/SPIN 1.8L MT ACT
Automóvel,FIAT/PREMIO CS 1.5
Automóvel,HONDA/FIT EX CVT
Automóvel,I/FORD FOCUS 1.6 FLEX HA
Automóvel,I/FORD FIESTA SD 1.6LTI
Automóvel,HONDA/FIT 1.5 S
Automóvel,I/VW JETTA CL AF
Automóvel,VW/LOGUS
Automóvel,GM/VECTRA EXPRESSION
Automóvel,VW/FOX 1.6 SELECAO GII
Automóvel,I/BMW 320I ACTIVE FLEX
Automóvel,FIAT/MOBI WAY ON
Automóvel,CITROEN/XSARA PICASSO EX
Automóvel,VW/GOL CLI 1.8
Automóvel,FIAT/PREMIO S 1.5
Automóvel,TOYOTA/ETIOS HB XLS15 AT
Automóvel,VW/AUTOMOVEL
Automóvel,GM/MONZA CLASSIC SE
Automóvel,TOYOTA/ETIOS SD X VSC MT
Automóvel,VW/NOVO VOYAGE 1.6 HIGH
Automóvel,I/TOYOTA CAMRY XLE
Automóvel,PEUGEOT/206 10 SENSAT
Automóvel,FIAT/UNO MILLE IE
Automóvel,FIAT/ARGO PRECISION AT6
Automóvel,VW/VOYAGE TL MB
Automóvel,PEUGEOT/206 16 ALLURE FX
Automóvel,FIAT/MAREA ELX
Automóvel,GM/ASTRA MILENIUM
Automóvel,PEUGEOT/206 SOLEIL 16
Automóvel,TOYOTA/ETIOS HB CROSS
Automóvel,VW/PARATI 16V
Automóvel,HYUNDAI/HB20X 1.6A PREMI
Automóvel,I/FIAT UNO MILLE EP
Automóvel,VW/GOL I PLUS
Automóvel,GM/ASTRA EXPRESSION
Automóvel,I/PEUGEOT 308 ACTIVE
Automóvel,VW/NOVO GOL 1.6 HIGHLINE
Automóvel,VW/POLO MCA
Automóvel,I/CITROEN C4 20EXC5P F
Automóvel,I/KIA CERATO FF SX4 ATNB
Automóvel,FIAT/MOBI EASY
Automóvel,I/PEUGEOT 307 16 FX PR
Automóvel,FIAT/LINEA ABSOLUTE DUAL
Automóvel,VW/GOLF HIGHLINE AB
Automóvel,I/FORD FIESTA STREET
Automóvel,RENAULT/SCENIC PRI 1616V
Automóvel,FIAT/PALIO WEEK HLX FLEX
Automóvel,I/CHERY CIELO 1.6 SEDAN
Automóvel,I/VOLVO S60 3.0 T6 R-DES
Automóvel,VW/FUSCA 1600
Automóvel,RENAULT/CLIO AUT 10 H 3P
Automóvel,I/VW JETTA VARIANT
Automóvel,NISSAN/VERSA 16UNIQUECVT
Automóvel,VW/GOL 1.6 GIV
Automóvel,VW/GOL 1.0 PLUS
Automóvel,IMP/GM CORSA GL
Automóvel,FORD/ESCORT 1.8I GLX
Automóvel,IMP/FORD
Automóvel,RENAULT/SANDERO PRI1616V
Automóvel,IMP/GM ASTRA GLS
Automóvel,FIAT/TEMPRA OURO 16V
Automóvel,IMP/PEUGEOT 406 ST
Automóvel,I/HONDA CITY LX FLEX
Automóvel,I/DACIA RENAULT DUSTER
Automóvel,I/HONDA CITY EX FLEX
Automóvel,NISSAN/LIVINA XGEAR 16SL
Automóvel,NISSAN/MARCH 16SL CVT
Automóvel,CITROEN/XSARA PICASSOEXS
Automóvel,VW/PARATI CL 1.6 MI
Automóvel,GM/ASTRA SEDAN ELEGANCE
Automóvel,VW/JETTA CL AB
Automóvel,I/CITROEN XSARA GLX 1.6I
Automóvel,I/CHEV AGILE 1.4MA LTZ
Automóvel,VW/NOVO FOX CL SB
Automóvel,VW/PARATI GLS 1.8
Automóvel,FIAT/ELBA S
Automóvel,TOYOTA/COROLLA XRS FLEX
Automóvel,TOYOTA/COROLLA ALTIS20FX
Automóvel,I/RENAULT MEGANE RT 1.6
Automóvel,FORD/KA 1.6 FLEX
Automóvel,GM/ASTRA HB 4P ELEGANCE
Automóvel,VW/SANTANA CL 1800
Automóvel,VW/VOYAGE CL SB
Automóvel,I/HYUNDAI AZERA 3.3 V6
Automóvel,PEUGEOT/207SW XR
Automóvel,I/FORD FUSION AWD GTDI B
Automóvel,FORD/DEL REY GLX
Automóvel,I/FORD FOCUS SE AT 2.0HC
Automóvel,I/VW JETTA HL AE
Automóvel,I/PEUGEOT 207 5P
Automóvel,VW/GOL CL 1.8 MI
Automóvel,FIAT/UNO MILLE WAY ECO
Automóvel,PEUGEOT/206 QUIKSILVER
Automóvel,PEUGEOT/206 14 FELINE
Automóvel,FIAT/SIENA HLX DUALOGIC
Automóvel,I/GM CLASSIC SPIRIT
Automóvel,VW/QUANTUM GLS 2000I
Automóvel,FIAT/ARGO DRIVE 1.3
Automóvel,NISSAN/LIVINA 18SL
Automóvel,I/FORD FOCUS 1.8L FC
Automóvel,GM/ASTRA HATCH 5P
Automóvel,I/PEUGEOT 206 14 PRESENC
Automóvel,I/KIA SPORTAGE LX2 2.0G2
Automóvel,FORD/ESCORT GL
Automóvel,I/MINI COOPER
Automóvel,IMP/FIAT PALIO EL
Automóvel,VW/POLO CL AD
Automóvel,FIAT/LINEA 16V
Automóvel,I/CITROEN C4L THP A TEND
Automóvel,VW/SANTANA GLS
Automóvel,VW/GOL ROCK IN RIO MB
Automóvel,I/HYUNDAI AZERA 3.0 V6
Automóvel,FIAT/SIENA EX
Automóvel,I/RENAULT CLIO RL 1.0
Automóvel,PEUGEOT/207PASSION XR S
Automóvel,HONDA/FIT EXL FLEX
Automóvel,CITROEN/AIRCROSS M LIVE
Automóvel,VW/APOLLO VIP
Automóvel,I/PEUGEOT 206 SOLEIL
Automóvel,I/FORD FOCUS GHIA 2.0LFC
Automóvel,I/CITROEN C4L A THP EXCL
Automóvel,FIAT/MOBI DRIVE GSR
Automóvel,I/FORD FIESTA SD 1.6LSEA
Automóvel,I/FORD FOCUS TI AT 2.0 S
Automóvel,I/FIAT 500 CABRIO AIR AT
Automóvel,I/VW GOLF COMFORTLINE MA
Automóvel,TOYOTA/COROLLA XEI
Automóvel,PEUGEOT/208 GRIFFE
Automóvel,VW/GOL 1.0 SELECAO
Automóvel,I/JAC J3 TURIN
Automóvel,PEUGEOT/207SW XS A
Automóvel,FORD/FIESTA HA 1.6L SE
Automóvel,IMP/FORD ESCORT GL 16V D
Automóvel,RENAULT/MEGANESD EXPR 16
Automóvel,PEUGEOT/208 ACTIVE
Automóvel,I/M.BENZ B 200
Automóvel,VW/LOGUS CLI 1.8
Automóvel,I/M.BENZ B 180
Automóvel,VW/LOGUS GLI 1.8
Automóvel,I/FIAT SIENA ESSENCE 1.6
Automóvel,I/VW PASSAT VAR. 2.0T
Automóvel,I/CHERY S18 1.3 FLEX
Automóvel,HONDA/FIT EX FLEX
Automóvel,TOYOTA/COROLLA XEI DYNAM
Automóvel,I/KIA PICANTO EX2 1.0L
Automóvel,TOYOTA/COROLLA XLI18FLEX
Automóvel,FIAT/MOBI WAY
Automóvel,FORD/KA SEL 1.0 HA
Automóvel,VW/VOYAGE TL MB S
Automóvel,I/HONDA ACCORD EX V6
Automóvel,VW/NOVO SPACEFOX TL MA
Automóvel,VW/NOVO CROSSFOX MA
Automóvel,NISSAN/VERSA 16 SV
Automóvel,I/PEUGEOT 3008 GRIFFE AT
Automóvel,CHEV/TRAILBLAZER LTZ AD4
Automóvel,GM/ASTRA HATCH 5P CD
Automóvel,VW/POLO SEDAN 2.0 COMFOR
Automóvel,VW/NOVO VOYAGE TL MCV
Automóvel,CHEV/PRISMA 1.4MT LS
Automóvel,VW/PARATI CLUB
Automóvel,I/HYUNDAI I30 WAGON
Automóvel,VW/GOL ROCK IN RIO
Automóvel,I/CHANGAN
Automóvel,VW/SANTANA 2000 MI
Automóvel,I/PEUGEOT PARTNER ESCAP
Automóvel,RENAULT/CLIO EXP 16 16VS
Automóvel,I/FIAT PALIO ESSENCE 1.6
Automóvel,I/FORD FUSION AWD GTDI
Automóvel,FORD/FIESTA TRAIL
Automóvel,FIAT/PUNTO SPORTING DUAL
Automóvel,I/M.BENZ AMGGTS
Automóvel,IMP/FORD ESCORT GLX 16V
Automóvel,FIAT/SIENA 1.6
Automóvel,FORD/FIESTA HA 1.5L SB
Automóvel,FIAT/MOBI LIKE ON
Automóvel,FIAT/PALIO WEEKEND 16V
Automóvel,TOYOTA/ETIOS HB PLT15 AT
Automóvel,VW/GOL SERIE OURO 2000
Automóvel,I/M.BENZ E 350
Automóvel,CITROEN/PICASSO II16EXCF
Automóvel,RENAULT/CLIO AUT 10 16VS
Automóvel,VW/LOGUS CLI
Automóvel,GM/MONZA CLASSIC SE 2.0
Automóvel,FIAT/LINEA LX 1.8 DUAL
Automóvel,PEUGEOT/2008 ALLURE MT
Automóvel,I/PEUGEOT 408 ALLURE BVA
Automóvel,I/PEUGEOT RCZ THP
Automóvel,HYUNDAI/CRETA 20A PRESTI
Automóvel,RENAULT/CLIO RN 1.6 16V
Automóvel,VW/VIRTUS HL AD
Automóvel,PEUGEOT/206 SW16 FELI FX
Automóvel,VW/VOYAGE TL MA S
Automóvel,PEUGEOT/206 SW14 MOON FX
Automóvel,PEUGEOT/2008 ALLURE EAT6
Automóvel,CITROEN/C3 AIRCROSS EXCA
Automóvel,PEUGEOT/208 ALLURE
Automóvel,I/SSANGYONG REXTON RX270
Automóvel,GM/MERIVA COLLECTION
Automóvel,IMP/FORD MONDEO CLX FD
Automóvel,TOYOTA/COROLLA SEG18VVT
Automóvel,VW/FOX 1.6 ROUTE
Automóvel,VW/GOL 16V TURBO
Automóvel,I/KIA CERATO EX2 1.6L
Automóvel,RENAULT/CLIO RN 1.0
Automóvel,TOYOTA/COROLLA SEG18FLEX
Automóvel,I/FORD MUSTANG GT
Automóvel,HONDA/FIT DX FLEX
Automóvel,PEUGEOT/206 14 FELINE FX
Automóvel,PEUGEOT/207PASSION XS A
Automóvel,FIAT/UNO CS IE
Automóvel,FORD/KA CLX
Automóvel,RENAULT/CAPTUR ZEN 16M
Automóvel,FIAT/PREMIO CSL 1.6
Automóvel,I/PEUGEOT 307SD16 FXPR
Automóvel,VW/PARATI SUMMER 16V
Automóvel,I/MERCEDES E320 JF55W
Automóvel,I/RENAULT MEGANE RXE 2.0
Automóvel,RENAULT/CAPTUR INTEN 16A
Automóvel,FORD/ESCORT 1.8 GL
Automóvel,TOYOTA/BAND. BJ50 LVB
Automóvel,I/PEUGEOT 206 14PRESENFX
Automóvel,VW/GOL 16V SPORT
Automóvel,RENAULT/CLIO EXP 10 16VH
Automóvel,I/FIAT 500 LOUNGE AIR AT
Automóvel,I/CHEV SONIC LTZ NB MT
Automóvel,FIAT/IDEA ESSENCE 1.6 DL
Automóvel,I/M.BENZ C 200 CGI
Automóvel,TOYOTA/FIELDER XEI18FLEX
Automóvel,VW/NOVO FOX HL MD
Automóvel,IMP/SUZUKI SWIFT SD
Automóvel,VW/GOL 1.0 CITY
Automóvel,GM/CHEVETTE SE
Automóvel,I/NISSAN MARCH 10S FLEX
Automóvel,I/RENAULT CLIO PRI1016VS
Automóvel,I/KIA PICANTO EX 1.0L
Automóvel,RENAULT/CLIO AUT 16 16VS
Automóvel,I/VW GOLF GTI AD
Automóvel,VW/PARATI CELA 1.8
Automóvel,I/RENAULT FLUENCE DYN PL
Automóvel,I/KIA PICANTO EX 1.1L
Automóvel,VW/SPACEFOX TREND GII
Automóvel,FIAT/IDEA ESSENCE 1.6
Automóvel,IMP/SUZUKI VITARA JLX16V
Automóvel,GM/KADETT SPORT
Automóvel,HYUNDAI/CRETA 16A ATTITU
Automóvel,HYUNDAI/HB20S 1.6A STYL
Automóvel,IMP/PEUGEOT 306 PAS B 18
Automóvel,VW/NOVO FOX CL ME
Automóvel,VW/GOL GTS
Automóvel,I/KIA CERATO EX3 1.6ATNB
Automóvel,FIAT/MAREA SX
Automóvel,I/JAC J2 1.4
Automóvel,VW/QUANTUM GL
Automóvel,FORD/ESCORT 1.6I GL
Automóvel,I/VW PASSAT TURBO
Automóvel,VW/GOL GL 1.8
Automóvel,RENAULT/CLIO RN 1.6
Automóvel,I/FORD FOCUS TI AT 2.0HC
Automóvel,FIAT/STILO SPORTING FLEX
Automóvel,FIAT/MAREA TURBO
Automóvel,FIAT/PALIO 1.8 R FLEX
Automóvel,VW/GOL CL 1.8
Automóvel,VW/GOL I
Automóvel,FIAT/PALIO ESSENC 1.6 DL
Automóvel,I/VW GOLF HIGHLINE AC
Automóvel,I/GM CORSA CLASSIC
Automóvel,I/CHERY QQ3 1.1
Automóvel,VW/PARATI PLUS
Automóvel,HONDA/CITY EXL FLEX
Automóvel,I/HYUNDAI I30 1.8
Automóvel,GM/MONZA CLASSIC
Automóvel,HONDA/CIVIC SI
Automóvel,I/VW PASSAT 2.0 FSI
Automóvel,I/PEUGEOT 307 16 PRES PK
Automóvel,I/FORD ESCORT GL 1.6 H
Automóvel,VW/GOLF 2.0 GT
Automóvel,I/VOLVO C30 2.0
Automóvel,FIAT/PALIO SPORT 1.6 DL
Automóvel,I/TOYOTA YARIS
Automóvel,FIAT/TEMPRA IE
Automóvel,M.BENZ/A 190
Automóvel,I/FORD ESCORT GLX 16VF
Automóvel,I/PEUGEOT 206 PASSION
Automóvel,I/VW GOLF GTI AB
Automóvel,FIAT/TEMPRA
Automóvel,I/KIA CERATO EX 1.6N1
Automóvel,FORD/FIESTA GL CLASS
Automóvel,IMP/TOYOTA COROLLA DX
Automóvel,I/NISSAN TIIDA 1.8
Automóvel,FIAT/UNO WAY 1.3 E
Automóvel,FIAT/SIENA EL 1.4 FLEX
Automóvel,I/FORD FUSION V6
Automóvel,FORD/KA SE 1.5 HA B
Automóvel,NISSAN/GRAND LIVINA 18S
Automóvel,VW/VOYAGE
Automóvel,VW/NOVO SPACEFOX CL MA
Automóvel,FIAT/STILO BLACKMOTION
Automóvel,IMP/CHRYSLER NEON LE
Automóvel,HONDA/CITY EX CVT
Automóvel,I/CHERY CIELO 1.6 HATCH
Automóvel,VW/BRASILIA
Automóvel,VW/UP MOVE MCV
Automóvel,VW/VOYAGE EVIDENCE SB
Automóvel,CITROEN/AIRCROSS LIVE AT
Automóvel,VW/GOL HIGHWAY
Automóvel,I/KIA MAGENTIS EX2 2.0L
Automóvel,VW/PARATI 1.8 TOUR
Automóvel,BMW/328I ACTIVE FLEX
Automóvel,I/M.BENZ CLA45AMG4MATIC
Automóvel,VW/GOLF GTI
Automóvel,I/FIAT 500 CULT DUAL
Automóvel,IMP/VW PASSAT VARIANT T
Automóvel,I/TOYOTA COROLLA GLI
Automóvel,RENAULT/MEGANEGT DYN 20A
Automóvel,FIAT/SIENA ESSENC 1.6 DL
Automóvel,FORD/KA SE PLUS 1.0 HAB
Automóvel,HONDA/CG 125 FAN
Automóvel,I/LIFAN 530 1.5
Automóvel,VW/NOVO GOL 1.6 CITY
Automóvel,VW/APOLLO GLS
Automóvel,RENAULT/CLIO RL 1.0 16V
Automóvel,VW/PARATI 1.8 COMFORTL
Automóvel,RENAULT/SANDERO ST16 SCE
Automóvel,VW/NOVO VOYAGE CL MCV
Automóvel,TOYOTA/ETIOS SD PLATINUM
Automóvel,VW/FOX CONNECT SB
Automóvel,I/AUDI A3 SPB 2.0T FSI
Automóvel,RENAULT/KWID LIFE 10MT
Automóvel,FORD/FIESTA EDGE
Automóvel,CITROEN/C3 XTR 14 FLEX
Automóvel,FORD/KA GL IMAGE
Automóvel,IMP/VW GOL CL 1.6 MI
Automóvel,PEUGEOT/208 ACT PACK BVA
Automóvel,I/VW GOLF COMFORTLINE AC
Automóvel,FIAT/STILO SPORTING DUAL
Automóvel,FIAT/PALIO ELX DUALOGIC
Automóvel,CITROEN/C3 120A EXCLUSIV
Automóvel,RENAULT/SANDERO EXPR 16R
Automóvel,M.BENZ/GLA200FF
Automóvel,FIAT/UNO EVOLUTION 1.4
Automóvel,I/RENAULT CLIO AUT1016VH
Automóvel,VW/SANTANA GLS 2000
Automóvel,I/FORD FOCUS GHIA 2.0LHA
Automóvel,VW/SANTANA 2000 MI EXCL.
Automóvel,RENAULT/CLIO PRI 10 16VH
Automóvel,RENAULT/MEGANESD DYN 20A
Automóvel,VW/BUGRE
Automóvel,VW/NOVO FOX PEPPER MD
Automóvel,PEUGEOT/2008 GRIFFE A
Automóvel,HYUNDAI/HB20S 1.6M PREM
Automóvel,GM/OPALA SL
Automóvel,NISSAN/LIVINA XGEAR 18SL
Automóvel,TOYOTA/ETIOS SD X VSC AT
Automóvel,GM/CLASSIC SUPER
Automóvel,I/CHEVROLET MALIBU LTZ
Automóvel,I/FORD FOCUS 1.6L FC
Automóvel,AUDI/A3 1.6
Automóvel,VW/FOX ROCK IN RIO
Automóvel,I/AUDI A4 2.0TFSI
Automóvel,FIAT/147 CL
Automóvel,I/PEUGEOT 206 SELECTION
Automóvel,HONDA/HR-V LX MT
Automóvel,IMP/GM CORSA GLS WD
Automóvel,I/VW GOLF GTI
Automóvel,FORD/VERSAILLES 2.0 I GL
Automóvel,CITROEN/AIRCROSS LIVE
Automóvel,NISSAN/MARCH 16SV CVT
Automóvel,I/CITROEN C4 PALLAS20EXA
Automóvel,I/M.BENZ C200
Automóvel,VW/SANTANA 2000 MI EVID.
Automóvel,RENAULT/LOGAN DYNA 16 R
Automóvel,I/FORD FOCUS 2.0L HC
Automóvel,I/PEUGEOT 408 BUSINESS
Automóvel,PEUGEOT/206 SW16 PRES FX
Automóvel,I/PEUGEOT 307 PASSIO 16M
Automóvel,PEUGEOT/207HB XLINE
Automóvel,I/RENAULT CLIO PRI1616VS
Automóvel,RENAULT/SCENIC PRI 2016V
Automóvel,PEUGEOT/207 HB ACTIVE
Automóvel,I/VW SPACEFOX TL MBV
Automóvel,IMP/RENAULT CLIO RT
Automóvel,FORD/FIESTA 16SE AT
Automóvel,I/TOYOTA PRIUS 2
Automóvel,PEUGEOT/2008 FELINE
Automóvel,IMP/SEAT CORDOBA SXE
